time,voltage,current,frequency,power
1682679927,50.07937499999999,0.003,60.0,0.15023812499999997
1682679930,108.680625,0.007,60.0,0.760764375
1682679933,50.893125000000005,0.003,60.0,0.152679375
1682679936,104.66625000000002,0.007,60.0,0.7326637500000002
1682679939,108.425625,0.007,60.0,0.758979375
1682679942,108.42,0.007,60.0,0.7589400000000001
1682679945,108.350625,0.007,60.0,0.758454375
1682679948,102.60187500000002,0.007,60.0,0.7182131250000001
1682679952,108.418125,0.007,60.0,0.758926875
1682679955,108.485625,0.007,60.0,0.759399375
1682679958,108.350625,0.008,60.0,0.8668049999999999
1682679961,86.77875,0.006,60.0,0.5206725
1682679964,108.489375,0.007,60.0,0.759425625
1682679967,108.48187500000002,0.007,60.0,0.7593731250000001
1682679970,108.42,0.008,60.0,0.86736
1682679973,86.784375,0.006,60.0,0.52070625
1682679976,108.485625,0.007,60.0,0.759399375
1682679979,106.17375,0.007,60.0,0.74321625
1682679982,108.34875,0.008,60.0,0.86679
1682679985,80.3775,0.005,60.0,0.4018875
1682679988,108.285,0.008,60.0,0.8662799999999999
1682679991,105.39000000000001,0.007,60.0,0.7377300000000001
1682679994,108.28125,0.008,60.0,0.86625
1682679997,79.4475,0.005,60.0,0.3972375
1682680001,108.3525,0.008,60.0,0.86682
1682680004,104.91187499999998,0.007,60.0,0.7343831249999999
1682680007,108.354375,0.008,60.0,0.866835
1682680010,108.684375,0.007,60.0,0.760790625
1682680013,108.3525,0.008,60.0,0.86682
1682680016,108.350625,0.007,60.0,0.758454375
1682680019,108.34875,0.008,60.0,0.86679
1682680022,108.28125,0.007,60.0,0.75796875
1682680025,88.389375,0.006,60.0,0.5303362500000001
1682680028,108.91875,0.008,60.0,0.8713500000000001
1682680031,109.03125,0.008,60.0,0.87225
1682680034,108.97687500000002,0.008,60.0,0.8718150000000002
1682680037,86.7825,0.006,60.0,0.520695
1682680040,107.75625,0.007,60.0,0.75429375
1682680043,108.28125,0.007,60.0,0.75796875
1682680047,108.909375,0.008,60.0,0.871275
1682680050,86.50687500000001,0.006,60.0,0.51904125
1682680053,105.515625,0.007,60.0,0.738609375
1682680056,108.41625000000002,0.007,60.0,0.7589137500000002
1682680059,108.279375,0.007,60.0,0.757955625
1682680062,79.130625,0.005,60.0,0.395653125
1682680065,108.350625,0.008,60.0,0.8668049999999999
1682680068,108.2775,0.007,60.0,0.7579425000000001
1682680071,108.279375,0.007,60.0,0.757955625
1682680074,84.5475,0.005,60.0,0.4227375
1682680077,108.418125,0.008,60.0,0.867345
1682680080,108.279375,0.007,60.0,0.757955625
1682680083,108.418125,0.007,60.0,0.758926875
1682680086,108.3525,0.007,60.0,0.7584675000000001
1682680089,86.780625,0.006,60.0,0.52068375
1682680092,108.350625,0.007,60.0,0.758454375
1682680096,108.80437499999998,0.007,60.0,0.7616306249999999
1682680099,108.28125,0.007,60.0,0.75796875
1682680102,86.50500000000001,0.006,60.0,0.5190300000000001
1682680105,108.283125,0.007,60.0,0.757981875
1682680108,108.283125,0.007,60.0,0.757981875
1682680111,108.283125,0.007,60.0,0.757981875
1682680114,83.97,0.005,60.0,0.41985
1682680117,108.42375,0.007,60.0,0.75896625
1682680120,108.975,0.008,60.0,0.8718
1682680123,108.97687500000002,0.008,60.0,0.8718150000000002
1682680126,88.655625,0.006,60.0,0.53193375
1682680129,109.029375,0.008,60.0,0.872235
1682680132,108.97312500000001,0.007,60.0,0.7628118750000001
1682680135,109.029375,0.007,60.0,0.763205625
1682680138,89.42999999999999,0.006,60.0,0.53658
1682680141,108.97312500000001,0.007,60.0,0.7628118750000001
1682680145,108.97124999999998,0.007,60.0,0.7627987499999999
1682680148,108.975,0.008,60.0,0.8718
1682680151,96.3825,0.006,60.0,0.578295
1682680154,108.97124999999998,0.007,60.0,0.7627987499999999
1682680157,109.02562500000002,0.007,60.0,0.7631793750000001
1682680160,109.029375,0.007,60.0,0.763205625
1682680163,106.17749999999998,0.007,60.0,0.7432424999999999
1682680166,88.655625,0.006,60.0,0.53193375
1682680169,109.08374999999998,0.008,60.0,0.8726699999999998
1682680172,105.15562500000001,0.007,60.0,0.7360893750000002
1682680175,107.42249999999999,0.008,60.0,0.8593799999999999
1682680178,81.29625,0.005,60.0,0.40648125
1682680181,106.88812500000002,0.007,60.0,0.7482168750000001
1682680184,106.28062500000001,0.007,60.0,0.7439643750000001
1682680187,107.064375,0.007,60.0,0.749450625
1682680190,80.994375,0.005,60.0,0.40497187500000004
1682680194,106.97999999999999,0.008,60.0,0.8558399999999999
1682680197,106.490625,0.007,60.0,0.745434375
1682680200,108.97687500000002,0.008,60.0,0.8718150000000002
1682680203,80.990625,0.005,60.0,0.40495312499999997
1682680206,108.97875000000002,0.007,60.0,0.7628512500000002
1682680209,106.875,0.007,60.0,0.748125
1682680212,108.920625,0.007,60.0,0.7624443750000001
1682680215,89.17125,0.006,60.0,0.5350275
1682680218,106.78125,0.007,60.0,0.74746875
1682680221,105.62437500000001,0.007,60.0,0.7393706250000002
1682680224,108.41625000000002,0.007,60.0,0.7589137500000002
1682680227,104.28562500000001,0.007,60.0,0.7299993750000001
1682680230,104.14500000000001,0.007,60.0,0.7290150000000001
1682680233,50.893125000000005,0.003,60.0,0.152679375
1682680236,106.288125,0.007,60.0,0.744016875
1682680239,105.965625,0.007,60.0,0.741759375
1682680242,84.5475,0.005,60.0,0.4227375
1682680246,107.98499999999999,0.007,60.0,0.7558949999999999
1682680249,107.158125,0.007,60.0,0.750106875
1682680252,107.334375,0.007,60.0,0.751340625
1682680255,79.44562499999999,0.005,60.0,0.397228125
1682680258,108.34875,0.007,60.0,0.75844125
1682680261,107.835,0.007,60.0,0.754845
1682680264,108.2775,0.007,60.0,0.7579425000000001
1682680267,84.834375,0.005,60.0,0.424171875
1682680270,108.34875,0.007,60.0,0.75844125
1682680273,107.154375,0.007,60.0,0.7500806250000001
1682680276,108.34875,0.008,60.0,0.86679
1682680279,79.130625,0.005,60.0,0.395653125
1682680282,107.908125,0.007,60.0,0.755356875
1682680285,106.48687499999998,0.007,60.0,0.7454081249999999
1682680288,106.28062500000001,0.007,60.0,0.7439643750000001
1682680291,104.67749999999998,0.007,60.0,0.7327424999999999
1682680295,104.53687499999998,0.007,60.0,0.7317581249999999
1682680298,108.34875,0.008,60.0,0.86679
1682680301,108.354375,0.008,60.0,0.866835
1682680304,104.67,0.007,60.0,0.7326900000000001
1682680307,86.51062499999999,0.006,60.0,0.5190637499999999
1682680310,106.27124999999998,0.007,60.0,0.7438987499999998
1682680313,105.84937499999998,0.007,60.0,0.7409456249999998
1682680316,108.28125,0.007,60.0,0.75796875
1682680319,87.8625,0.006,60.0,0.527175
1682680322,108.279375,0.007,60.0,0.757955625
1682680325,105.03374999999998,0.007,60.0,0.7352362499999999
1682680328,108.354375,0.008,60.0,0.866835
1682680331,86.50500000000001,0.006,60.0,0.5190300000000001
1682680334,105.03562500000001,0.007,60.0,0.7352493750000001
1682680337,104.791875,0.007,60.0,0.7335431250000001
1682680340,104.15062500000002,0.007,60.0,0.7290543750000001
1682680343,86.50500000000001,0.006,60.0,0.5190300000000001
1682680347,108.350625,0.008,60.0,0.8668049999999999
1682680350,108.80249999999998,0.008,60.0,0.8704199999999999
1682680353,108.350625,0.007,60.0,0.758454375
1682680356,79.44375,0.005,60.0,0.39721874999999995
1682680359,105.27375000000002,0.007,60.0,0.7369162500000002
1682680362,108.350625,0.008,60.0,0.8668049999999999
1682680365,108.34875,0.008,60.0,0.86679
1682680368,108.279375,0.007,60.0,0.757955625
1682680371,108.2775,0.007,60.0,0.7579425000000001
1682680374,108.346875,0.007,60.0,0.758428125
1682680377,108.28125,0.008,60.0,0.86625
1682680380,108.28125,0.007,60.0,0.75796875
1682680383,83.68125,0.005,60.0,0.41840625000000004
1682680386,108.34875,0.007,60.0,0.75844125
1682680389,108.283125,0.008,60.0,0.866265
1682680393,108.20250000000001,0.007,60.0,0.7574175000000001
1682680396,82.79625,0.006,60.0,0.49677750000000004
1682680399,108.61499999999998,0.007,60.0,0.7603049999999999
1682680402,108.418125,0.007,60.0,0.758926875
1682680405,108.279375,0.008,60.0,0.866235
1682680408,87.328125,0.006,60.0,0.52396875
1682680411,108.85875000000001,0.008,60.0,0.8708700000000001
1682680414,108.800625,0.007,60.0,0.761604375
1682680417,108.860625,0.008,60.0,0.870885
1682680420,80.994375,0.005,60.0,0.40497187500000004
1682680423,108.85687500000002,0.008,60.0,0.8708550000000002
1682680426,108.975,0.008,60.0,0.8718
1682680429,108.85875000000001,0.008,60.0,0.8708700000000001
1682680432,92.39812500000001,0.006,60.0,0.5543887500000001
1682680435,108.85687500000002,0.008,60.0,0.8708550000000002
1682680438,108.97124999999998,0.008,60.0,0.8717699999999999
1682680442,108.913125,0.007,60.0,0.7623918749999999
1682680445,105.50625,0.007,60.0,0.7385437499999999
1682680448,103.32750000000001,0.007,60.0,0.7232925000000001
1682680451,108.06187500000001,0.007,60.0,0.7564331250000002
1682680454,108.20625,0.008,60.0,0.86565
1682680457,108.283125,0.008,60.0,0.866265
1682680460,85.674375,0.006,60.0,0.51404625
1682680463,107.33250000000001,0.008,60.0,0.8586600000000001
1682680466,108.208125,0.008,60.0,0.865665
1682680469,107.510625,0.008,60.0,0.8600850000000001
1682680472,82.79249999999999,0.006,60.0,0.49675499999999995
1682680475,108.283125,0.008,60.0,0.866265
1682680478,108.283125,0.008,60.0,0.866265
1682680481,108.20625,0.008,60.0,0.86565
1682680484,86.7825,0.006,60.0,0.520695
1682680487,108.2775,0.008,60.0,0.86622
1682680491,108.2775,0.008,60.0,0.86622
1682680494,108.279375,0.008,60.0,0.866235
1682680497,86.23125,0.005,60.0,0.43115625
1682680500,106.06687500000001,0.007,60.0,0.742468125
1682680503,108.28125,0.008,60.0,0.86625
1682680506,108.279375,0.007,60.0,0.757955625
1682680509,108.28125,0.007,60.0,0.75796875
1682680512,102.298125,0.007,60.0,0.716086875
1682680515,108.27562500000002,0.008,60.0,0.8662050000000002
1682680518,108.34875,0.007,60.0,0.75844125
1682680521,105.399375,0.007,60.0,0.7377956250000001
1682680524,85.39500000000001,0.006,60.0,0.5123700000000001
1682680527,108.3525,0.008,60.0,0.86682
1682680530,109.65562500000001,0.008,60.0,0.8772450000000002
1682680533,50.893125000000005,0.003,60.0,0.152679375
1682680536,86.7825,0.006,60.0,0.520695
1682680539,108.354375,0.008,60.0,0.866835
1682680543,108.211875,0.008,60.0,0.8656950000000001
1682680546,108.28125,0.008,60.0,0.86625
1682680549,78.81375,0.005,60.0,0.39406875
1682680552,108.27562500000002,0.008,60.0,0.8662050000000002
1682680555,108.34875,0.008,60.0,0.86679
1682680558,104.415,0.007,60.0,0.730905
1682680561,86.51062499999999,0.006,60.0,0.5190637499999999
1682680564,108.279375,0.008,60.0,0.866235
1682680567,108.350625,0.008,60.0,0.8668049999999999
1682680570,108.34875,0.008,60.0,0.86679
1682680573,78.815625,0.005,60.0,0.394078125
1682680576,105.399375,0.007,60.0,0.7377956250000001
1682680579,108.28125,0.008,60.0,0.86625
1682680582,108.3525,0.008,60.0,0.86682
1682680585,108.279375,0.008,60.0,0.866235
1682680588,101.67375,0.007,60.0,0.71171625
1682680592,108.418125,0.008,60.0,0.867345
1682680595,108.3525,0.008,60.0,0.86682
1682680598,108.28125,0.008,60.0,0.86625
1682680601,86.50687500000001,0.006,60.0,0.51904125
1682680604,108.208125,0.008,60.0,0.865665
1682680607,108.21,0.008,60.0,0.86568
1682680610,105.631875,0.007,60.0,0.739423125
1682680613,83.0925,0.005,60.0,0.4154625
1682680616,108.350625,0.008,60.0,0.8668049999999999
1682680619,108.208125,0.007,60.0,0.757456875
1682680622,107.334375,0.007,60.0,0.751340625
1682680625,84.834375,0.006,60.0,0.50900625
1682680628,105.399375,0.007,60.0,0.7377956250000001
1682680631,108.350625,0.008,60.0,0.8668049999999999
1682680634,108.3525,0.008,60.0,0.86682
1682680637,86.235,0.006,60.0,0.51741
1682680641,108.350625,0.008,60.0,0.8668049999999999
1682680644,104.28374999999998,0.007,60.0,0.72998625
1682680647,108.279375,0.008,60.0,0.866235
1682680650,108.80249999999998,0.008,60.0,0.8704199999999999
1682680653,102.894375,0.007,60.0,0.720260625
1682680656,108.2775,0.008,60.0,0.86622
1682680659,108.34875,0.008,60.0,0.86679
1682680662,108.279375,0.008,60.0,0.866235
1682680665,99.121875,0.007,60.0,0.6938531250000001
1682680668,108.3525,0.008,60.0,0.86682
1682680671,108.279375,0.007,60.0,0.757955625
1682680674,108.2775,0.008,60.0,0.86622
1682680677,79.75687500000001,0.005,60.0,0.398784375
1682680680,105.279375,0.007,60.0,0.736955625
1682680683,108.279375,0.008,60.0,0.866235
1682680686,108.418125,0.008,60.0,0.867345
1682680690,88.125,0.006,60.0,0.52875
1682680693,108.350625,0.008,60.0,0.8668049999999999
1682680696,108.208125,0.008,60.0,0.865665
1682680699,108.350625,0.008,60.0,0.8668049999999999
1682680702,86.50125,0.006,60.0,0.5190075
1682680705,104.409375,0.007,60.0,0.730865625
1682680708,108.350625,0.008,60.0,0.8668049999999999
1682680711,108.279375,0.008,60.0,0.866235
1682680714,86.78625000000001,0.006,60.0,0.5207175
1682680717,108.42,0.008,60.0,0.86736
1682680720,108.418125,0.008,60.0,0.867345
1682680723,108.34875,0.008,60.0,0.86679
1682680726,108.27375000000002,0.008,60.0,0.8661900000000002
1682680729,102.45,0.007,60.0,0.7171500000000001
1682680732,108.283125,0.007,60.0,0.757981875
1682680735,108.41625000000002,0.007,60.0,0.7589137500000002
1682680739,108.27562500000002,0.008,60.0,0.8662050000000002
1682680742,86.50874999999999,0.006,60.0,0.5190524999999999
1682680745,108.350625,0.008,60.0,0.8668049999999999
1682680748,108.350625,0.008,60.0,0.8668049999999999
1682680751,108.2775,0.008,60.0,0.86622
1682680754,88.39125,0.006,60.0,0.5303475
1682680757,108.97124999999998,0.007,60.0,0.7627987499999999
1682680760,108.916875,0.007,60.0,0.7624181250000001
1682680763,107.24625,0.007,60.0,0.75072375
1682680766,78.81375,0.005,60.0,0.39406875
1682680769,108.140625,0.007,60.0,0.756984375
1682680772,108.2775,0.007,60.0,0.7579425000000001
1682680775,106.288125,0.007,60.0,0.744016875
1682680778,86.7825,0.006,60.0,0.520695
