time,voltage,current,frequency,power
0,53.72249999999999,0.003,60.0,0.16116749999999996
1,53.31750000000001,0.003,60.0,0.15995250000000003
2,52.916250000000005,0.003,60.0,0.15874875000000002
3,52.513125,0.003,60.0,0.157539375
4,53.72249999999999,0.003,60.0,0.16116749999999996
5,53.32125,0.003,60.0,0.15996375
6,52.91812500000001,0.003,60.0,0.15875437500000003
7,53.31750000000001,0.003,60.0,0.15995250000000003
8,53.319375,0.003,60.0,0.159958125
9,53.319375,0.003,60.0,0.159958125
10,53.319375,0.003,60.0,0.159958125
11,53.319375,0.003,60.0,0.159958125
12,53.319375,0.003,60.0,0.159958125
13,53.32125,0.003,60.0,0.15996375
14,53.32312499999999,0.003,60.0,0.15996937499999997
15,52.916250000000005,0.003,60.0,0.15874875000000002
16,53.319375,0.003,60.0,0.159958125
17,53.32125,0.003,60.0,0.15996375
18,53.32125,0.003,60.0,0.15996375
19,52.51125,0.003,60.0,0.15753375
20,52.916250000000005,0.003,60.0,0.15874875000000002
21,52.916250000000005,0.003,60.0,0.15874875000000002
22,52.92,0.003,60.0,0.15876
23,52.513125,0.003,60.0,0.157539375
24,52.51125,0.003,60.0,0.15753375
25,53.319375,0.003,60.0,0.159958125
26,52.91812500000001,0.003,60.0,0.15875437500000003
27,52.92,0.003,60.0,0.15876
28,52.916250000000005,0.003,60.0,0.15874875000000002
29,53.319375,0.003,60.0,0.159958125
30,52.51125,0.003,60.0,0.15753375
31,52.51125,0.003,60.0,0.15753375
32,52.92,0.003,60.0,0.15876
33,53.319375,0.003,60.0,0.159958125
34,52.916250000000005,0.003,60.0,0.15874875000000002
35,52.515,0.003,60.0,0.15754500000000002
36,52.916250000000005,0.003,60.0,0.15874875000000002
37,53.31750000000001,0.003,60.0,0.15995250000000003
38,52.91812500000001,0.003,60.0,0.15875437500000003
39,52.91812500000001,0.003,60.0,0.15875437500000003
40,52.51125,0.003,60.0,0.15753375
41,52.916250000000005,0.003,60.0,0.15874875000000002
42,80.67937500000001,0.005,60.0,0.40339687500000004
43,63.4875,0.004,60.0,0.25395
44,108.733125,0.007,60.0,0.761131875
45,108.73125,0.007,60.0,0.7611187500000001
46,86.77687499999999,0.006,60.0,0.52066125
47,101.97937499999999,0.006,60.0,0.6118762499999999
48,107.65687499999999,0.007,60.0,0.7535981249999999
49,101.5125,0.006,60.0,0.609075
50,86.22562500000001,0.005,60.0,0.43112812500000003
51,104.65874999999998,0.006,60.0,0.6279524999999999
52,108.12375,0.007,60.0,0.7568662500000001
53,108.54375,0.007,60.0,0.75980625
54,80.6775,0.005,60.0,0.4033875
55,105.15187499999999,0.007,60.0,0.7360631249999999
56,108.73687499999998,0.007,60.0,0.7611581249999999
57,108.67125000000001,0.007,60.0,0.7606987500000001
58,108.675,0.007,60.0,0.760725
59,108.541875,0.007,60.0,0.7597931250000001
60,108.54937499999998,0.007,60.0,0.7598456249999999
61,108.733125,0.007,60.0,0.761131875
62,108.673125,0.007,60.0,0.760711875
63,86.22749999999999,0.005,60.0,0.43113749999999995
64,107.975625,0.007,60.0,0.755829375
65,107.9775,0.007,60.0,0.7558425000000001
66,94.89,0.006,60.0,0.5693400000000001
67,86.22562500000001,0.005,60.0,0.43112812500000003
68,103.738125,0.006,60.0,0.62242875
69,108.05437499999998,0.007,60.0,0.7563806249999999
70,99.82124999999999,0.006,60.0,0.5989275
71,78.174375,0.005,60.0,0.390871875
72,107.979375,0.007,60.0,0.755855625
73,108.05437499999998,0.007,60.0,0.7563806249999999
74,107.979375,0.007,60.0,0.755855625
75,86.22375000000001,0.005,60.0,0.43111875000000005
76,108.05437499999998,0.007,60.0,0.7563806249999999
77,104.4,0.006,60.0,0.6264000000000001
78,108.12375,0.007,60.0,0.7568662500000001
79,85.6725,0.005,60.0,0.4283625
80,106.0575,0.007,60.0,0.7424025000000001
81,107.975625,0.007,60.0,0.755829375
82,107.9775,0.007,60.0,0.7558425000000001
83,108.04875,0.007,60.0,0.75634125
84,85.66499999999999,0.005,60.0,0.42832499999999996
85,107.990625,0.007,60.0,0.7559343749999999
86,102.29437500000002,0.006,60.0,0.6137662500000001
87,108.66937500000002,0.007,60.0,0.7606856250000001
88,89.169375,0.005,60.0,0.44584687500000003
89,108.733125,0.007,60.0,0.761131875
90,95.74125000000001,0.006,60.0,0.5744475000000001
91,108.67125000000001,0.007,60.0,0.7606987500000001
92,101.199375,0.007,60.0,0.7083956250000001
93,108.673125,0.007,60.0,0.760711875
94,108.545625,0.007,60.0,0.7598193750000001
95,108.05625,0.007,60.0,0.7563937500000001
96,86.22749999999999,0.005,60.0,0.43113749999999995
97,107.9775,0.007,60.0,0.7558425000000001
98,108.78937500000002,0.007,60.0,0.7615256250000002
99,106.86750000000002,0.006,60.0,0.6412050000000001
100,80.36999999999999,0.005,60.0,0.40185
101,108.73125,0.007,60.0,0.7611187500000001
102,108.673125,0.007,60.0,0.760711875
103,108.733125,0.007,60.0,0.761131875
104,103.4625,0.007,60.0,0.7242375000000001
105,110.16,0.007,60.0,0.77112
106,108.613125,0.007,60.0,0.760291875
107,101.184375,0.006,60.0,0.6071062500000001
108,106.678125,0.007,60.0,0.7467468749999999
109,87.31875,0.006,60.0,0.5239125
110,108.12562499999999,0.007,60.0,0.7568793749999999
111,99.09375,0.007,60.0,0.69365625
112,108.05249999999998,0.007,60.0,0.7563674999999999
113,100.929375,0.007,60.0,0.7065056249999999
114,108.67125000000001,0.008,60.0,0.8693700000000001
115,108.66937500000002,0.007,60.0,0.7606856250000001
116,108.675,0.007,60.0,0.760725
117,80.060625,0.005,60.0,0.40030312500000004
118,108.12937500000001,0.007,60.0,0.7569056250000001
119,108.05437499999998,0.007,60.0,0.7563806249999999
120,107.975625,0.007,60.0,0.755829375
121,85.94812499999999,0.005,60.0,0.429740625
122,104.274375,0.006,60.0,0.6256462500000001
123,108.12749999999998,0.007,60.0,0.7568924999999999
124,102.740625,0.007,60.0,0.719184375
125,107.7375,0.007,60.0,0.7541625
126,105.61875,0.007,60.0,0.7393312500000001
127,101.82374999999999,0.007,60.0,0.7127662499999999
128,108.12749999999998,0.007,60.0,0.7568924999999999
129,107.90062500000002,0.007,60.0,0.7553043750000001
130,102.751875,0.007,60.0,0.719263125
131,106.475625,0.007,60.0,0.745329375
132,107.89875000000002,0.007,60.0,0.7552912500000002
133,106.17,0.007,60.0,0.74319
134,85.66687499999999,0.005,60.0,0.42833437499999993
135,108.12749999999998,0.007,60.0,0.7568924999999999
136,107.975625,0.007,60.0,0.755829375
137,108.05249999999998,0.007,60.0,0.7563674999999999
138,79.753125,0.005,60.0,0.398765625
139,108.04875,0.007,60.0,0.75634125
140,96.16687499999999,0.006,60.0,0.5770012499999999
141,107.9775,0.007,60.0,0.7558425000000001
142,78.49125000000001,0.005,60.0,0.39245625000000006
143,105.62437500000001,0.006,60.0,0.6337462500000001
144,105.61687499999998,0.006,60.0,0.6337012499999999
145,93.999375,0.006,60.0,0.56399625
146,107.9775,0.007,60.0,0.7558425000000001
147,93.99375,0.006,60.0,0.5639625
148,108.05437499999998,0.007,60.0,0.7563806249999999
149,108.90562500000001,0.007,60.0,0.7623393750000002
150,108.85687500000002,0.007,60.0,0.7619981250000001
151,78.48937500000001,0.004,60.0,0.31395750000000006
152,108.12562499999999,0.007,60.0,0.7568793749999999
153,107.97375,0.007,60.0,0.75581625
154,108.12749999999998,0.007,60.0,0.7568924999999999
155,85.66687499999999,0.005,60.0,0.42833437499999993
156,107.975625,0.007,60.0,0.755829375
157,105.50249999999998,0.007,60.0,0.7385174999999999
158,107.9775,0.007,60.0,0.7558425000000001
159,87.85125000000001,0.005,60.0,0.43925625000000007
160,108.793125,0.007,60.0,0.761551875
161,108.66187499999998,0.007,60.0,0.7606331249999999
162,108.05437499999998,0.007,60.0,0.7563806249999999
163,78.811875,0.005,60.0,0.394059375
164,108.47624999999998,0.007,60.0,0.7593337499999999
165,108.05437499999998,0.007,60.0,0.7563806249999999
166,107.97375,0.007,60.0,0.75581625
167,104.02124999999998,0.006,60.0,0.6241275
168,107.81625,0.007,60.0,0.75471375
169,108.050625,0.007,60.0,0.756354375
170,101.82187499999999,0.007,60.0,0.712753125
171,107.97375,0.007,60.0,0.75581625
172,93.32062499999999,0.006,60.0,0.5599237499999999
173,87.849375,0.006,60.0,0.5270962499999999
174,108.05437499999998,0.007,60.0,0.7563806249999999
175,106.37625,0.007,60.0,0.74463375
176,78.80625,0.005,60.0,0.39403125000000006
177,108.12937500000001,0.007,60.0,0.7569056250000001
178,108.12937500000001,0.007,60.0,0.7569056250000001
179,108.050625,0.007,60.0,0.756354375
180,85.94812499999999,0.005,60.0,0.429740625
181,108.12375,0.007,60.0,0.7568662500000001
182,95.75437500000001,0.005,60.0,0.47877187500000007
183,106.67625000000001,0.007,60.0,0.7467337500000001
184,85.94812499999999,0.005,60.0,0.429740625
185,90.18375,0.006,60.0,0.5411025
186,93.99562499999999,0.006,60.0,0.5639737499999999
187,108.19874999999999,0.007,60.0,0.75739125
188,91.42875000000001,0.005,60.0,0.45714375000000007
189,108.12375,0.007,60.0,0.7568662500000001
190,108.19499999999998,0.007,60.0,0.7573649999999998
191,108.04875,0.007,60.0,0.75634125
192,108.12562499999999,0.007,60.0,0.7568793749999999
193,85.65187499999999,0.005,60.0,0.42825937499999994
194,108.733125,0.007,60.0,0.761131875
195,108.12375,0.007,60.0,0.7568662500000001
196,108.04875,0.007,60.0,0.75634125
197,78.80812499999999,0.005,60.0,0.394040625
198,108.12375,0.007,60.0,0.7568662500000001
199,108.05249999999998,0.007,60.0,0.7563674999999999
200,109.49625,0.008,60.0,0.87597
201,80.38125,0.005,60.0,0.40190624999999996
202,102.890625,0.006,60.0,0.61734375
203,108.046875,0.007,60.0,0.756328125
204,108.05249999999998,0.007,60.0,0.7563674999999999
205,78.48937500000001,0.005,60.0,0.3924468750000001
206,108.050625,0.007,60.0,0.756354375
207,95.525625,0.006,60.0,0.57315375
208,107.975625,0.007,60.0,0.755829375
209,78.4875,0.005,60.0,0.3924375
210,107.746875,0.007,60.0,0.754228125
211,108.12749999999998,0.007,60.0,0.7568924999999999
212,105.62437500000001,0.007,60.0,0.7393706250000002
213,108.05249999999998,0.007,60.0,0.7563674999999999
214,107.65687499999999,0.007,60.0,0.7535981249999999
215,108.05437499999998,0.007,60.0,0.7563806249999999
216,106.959375,0.007,60.0,0.748715625
217,108.04875,0.007,60.0,0.75634125
218,87.85499999999999,0.005,60.0,0.43927499999999997
219,104.904375,0.007,60.0,0.734330625
220,91.89937499999999,0.006,60.0,0.5513962499999999
221,108.665625,0.007,60.0,0.760659375
222,82.49249999999999,0.005,60.0,0.41246249999999995
223,107.97375,0.007,60.0,0.75581625
224,97.179375,0.006,60.0,0.58307625
225,108.050625,0.007,60.0,0.756354375
226,82.49625,0.005,60.0,0.41248125
227,107.89500000000001,0.007,60.0,0.7552650000000001
228,108.05437499999998,0.007,60.0,0.7563806249999999
229,108.04875,0.007,60.0,0.75634125
230,86.499375,0.005,60.0,0.432496875
